station,province,rows,cgn_id,cgn_name,cgn_concise,cgn_lat,cgn_lon,hr_lat,hr_lon,csd_id,wikidata_qid,coord_source
Redfield,SASKATCHEWAN,10,HAILP,Redfield,UNP,52.9539880,-107.7577370,52.95,-107.75,,,cgn_direct
Burnham,SASKATCHEWAN,10,HASJB,Burnham,UNP,50.2597350,-107.4713330,50.25,-107.4667,,,cgn_direct
Carlea,SASKATCHEWAN,10,HABRC,Carlea,UNP,53.1497880,-103.9045540,,,,,cgn_direct
Cosine,SASKATCHEWAN,10,HADTT,Cosine,UNP,52.1395530,-109.9312820,,,,,cgn_direct
Deer Creek,SASKATCHEWAN,10,HAFXE,Deer Creek,UNP,53.5120000,-109.5778310,,,,,cgn_direct
Frenchman Butte,SASKATCHEWAN,10,HACSS,Frenchman Butte,HAM,53.5905250,-109.6365583,53.5833,-109.6333,,,cgn_direct
Heart's Hill,SASKATCHEWAN,10,HAPMN,Hearts Hill,UNP,52.1500671,-109.6674293,,,,,cgn_direct
Ibstone (formerly Charlton),SASKATCHEWAN,10,HAATE,Ibstone,UNP,52.5667302,-108.3006840,,,,,cgn_direct
Mullingar,SASKATCHEWAN,10,HAEEU,Mullingar,HAM,53.0835111,-107.6618611,,,,,cgn_direct
(See page 80),SASKATCHEWAN,10,,,,,,,,,,parser_artifact
Makwa,SASKATCHEWAN,10,HAROC,Makwa,VILG,54.0060917,-108.9065190,,,,,cgn_direct
Beaverhill,ALBERTA,10,IAEAH,Beaverhill,UNP,53.8038889,-112.8627778,,,,,cgn_direct
Conrad,ALBERTA,10,IANIB,Conrad,UNP,49.5152778,-111.9847222,,,,,cgn_direct
Fitzallen,ALBERTA,10,IAERX,Fitzallen,UNP,53.5436111,-112.0536111,,,,,cgn_direct
Ireton,ALBERTA,10,IALXO,Ireton,UNP,53.2575000,-113.6402778,,,,,cgn_direct
Fort Kent,ALBERTA,10,IAFFD,Fort Kent,UNP,54.3108333,-110.6044444,,,,,cgn_direct
Garden Plains,ALBERTA,10,IAFXO,Garden Plain,,51.8733333,-111.8016667,,,,,agent_high
Glendon,ALBERTA,10,IAGNY,Glendon,VILG,54.2525000,-111.1602778,,,,,cgn_direct
(Tiffin),ONTARIO,10,,,,,,,,,,parser_artifact
Edrans,MANITOBA,9,GAHLQ,Edrans,UNP,50.0525000,-99.1375000,,,,,cgn_direct
Forward,SASKATCHEWAN,9,HACDJ,Forward,UNP,49.6390630,-104.4683590,,,SK172034,Q5473159,cgn_direct
Pilot Butte,SASKATCHEWAN,9,HAHMS,Pilot Butte,TOWN,50.4770417,-104.4173086,,,SK176062,Q1916449,cgn_direct
Ashdown,MANITOBA,9,,,,,,,,,,
Menzies,MANITOBA,9,GARAW,Menzie,,50.5313890,-100.4902800,,,,,agent_high
Humbolt,SASKATCHEWAN,9,HAPOH,Humboldt,,52.2019155,-105.1229806,,,,,agent_high
Hampton,SASKATCHEWAN,9,,,,,,45.5286,-65.8547,NB027004,Q3365759,hr_places
Dodds Siding,ALBERTA,9,IABDD,Dodds,,53.2305555,-112.5411111,,,,,agent_high
Knox,MANITOBA,9,GANTC,Knox,UNP,49.9988890,-99.9719440,,,,,cgn_direct
Oakbank,MANITOBA,9,GATUG,Oakbank,UNP,49.9436110,-96.8427780,,,,,cgn_direct
Carlsberg,SASKATCHEWAN,9,,,,,,,,,,
McRorie,SASKATCHEWAN,9,HAKUZ,Macrorie,,51.3253806,-107.0875833,,,,,agent_high
Ashern,MANITOBA,9,GABCU,Ashern,UNP,51.1822220,-98.3455560,,,,,cgn_direct
Buncloody,MANITOBA,9,GADXV,Bunclody,,49.5361110,-100.0522200,,,,,agent_high
Engen Siding,SASKATCHEWAN,9,,,,,,,,,,
Rockaven,SASKATCHEWAN,9,HAJFO,Rockhaven,,52.6710800,-108.8723930,,,,,agent_high
Yeoman,SASKATCHEWAN,9,HAVSM,Yeoman,UNP,49.6439010,-104.1183050,,,,,cgn_direct
Béchard,SASKATCHEWAN,9,HAKHR,Bechard,UNP,50.0500334,-104.2172181,,,,,cgn_direct
Halliday,ALBERTA,9,,,,,,,,,,
Quebec,QUEBEC,9,EHTWR,Québec,CITY,46.8138190,-71.2079970,46.8167,-71.2333,QC081017,Q2145,cgn_direct
Newton,MANITOBA,9,GATDJ,Newton,UNP,49.9275000,-98.0780560,,,,,cgn_direct
Ste. Anne,MANITOBA,9,GAXXF,Ste. Anne,TOWN,49.6697219,-96.6494439,,,MB155005,Q1661536,cgn_direct
Ste. Rose du Lac,MANITOBA,9,GAXXQ,Ste. Rose du Lac,TOWN,51.0594440,-99.5233330,51.0594,-99.5233,,,cgn_direct
Terence,MANITOBA,9,,,,,,,,,,
Factoria,SASKATCHEWAN,9,,,,,,,,,,
Minaret,ALBERTA,9,IAKBA,Minaret,UNP,51.7355555,-114.1419444,,,,,cgn_direct
Navarre,ALBERTA,9,IANMU,Navarre,UNP,52.8983334,-113.4097222,,,,,cgn_direct
Rochester,ALBERTA,9,IAFAS,Rochester,UNP,54.3725000,-113.4605556,,,ON110010,Q115262708,cgn_direct
Rhodes,MANITOBA,9,GAWYI,Rhodes,UNP,49.2022220,-99.7927780,,,,,cgn_direct
Horton,MANITOBA,9,,,,,,,,ON142017,Q9293943,
Katrine,MANITOBA,9,GAMYX,Katrime,,50.0816670,-98.7894440,,,ON148095,,agent_high
Liege,MANITOBA,9,,,,,,,,,,
Mentmore,MANITOBA,9,GARAU,Mentmore,UNP,50.1327780,-99.5666670,,,,,cgn_direct
Minmar,MANITOBA,9,,,,,,,,,,
Bexhill,SASKATCHEWAN,9,HADWR,Bexhill,UNP,49.5666945,-106.0339130,,,,,cgn_direct
Knollys,SASKATCHEWAN,9,HAUWR,Knollys,UNP,49.4844880,-108.9334320,,,,,cgn_direct
Bournemouth,SASKATCHEWAN,9,HAVGZ,Bournemouth,UNP,53.1667373,-107.9006408,,,,,cgn_direct
Cuthbert,SASKATCHEWAN,9,HAFDS,Cuthbert,UNP,51.2346280,-109.9575130,,,,,cgn_direct
Lindequist,SASKATCHEWAN,9,HAGGL,Lindequist,UNP,52.7500665,-108.4173540,,,,,cgn_direct
Service,SASKATCHEWAN,9,HAOPI,Service,UNP,49.6728110,-102.0387370,,,,,cgn_direct
Souris Valley,SASKATCHEWAN,9,HAIZF,Souris Valley,UNP,49.4264280,-104.1683920,,,SK172002,Q7565204,cgn_direct
Mintlaw,ALBERTA,9,IAKCC,Mintlaw,UNP,52.2216667,-113.9144444,,,,,cgn_direct
Rainier,ALBERTA,9,IAEGI,Rainier,UNP,50.3683333,-112.0925000,,,,,cgn_direct
Armistice,ALBERTA,9,,,,,,,,,,
Gunn,ALBERTA,9,IAHSK,Gunn,UNP,53.7269444,-114.3436111,,,,,cgn_direct
Kiron,ALBERTA,9,IABFB,Kiron,UNP,52.9266666,-112.6983333,,,,,cgn_direct
Meanook,ALBERTA,9,IAITX,Meanook,UNP,54.5786111,-113.3250000,,,,,cgn_direct
Peavey,ALBERTA,9,IAQIK,Peavey,UNP,53.8866667,-113.6325000,,,,,cgn_direct
Phillips,ALBERTA,9,IABIK,Philips,,53.0377778,-111.6247222,,,,,agent_high
Viewpoint,ALBERTA,9,IAONW,Viewpoint,UNP,52.8852778,-112.8166667,,,,,cgn_direct
Prince Rupert,BRITISH COLUMBIA,9,JCNWW,Prince Rupert,CITY,54.3127780,-130.3252780,54.3167,-130.3167,BC214004,Q1015639,cgn_direct
Boissevain..... (also G.N.R.),MANITOBA,9,GADFN,Boissevain,TOWN,49.2305560,-100.0550000,49.2306,-100.055,MB158009,Q86424,cgn_direct
Brandon..... (also C.N.R. and G.N.R.),MANITOBA,9,GADMZ,Brandon,CITY,49.8469440,-99.9522220,49.8469,-99.9522,MB161010,Q61432,cgn_direct
Carman..... (also C.N.R.),MANITOBA,9,GAEKX,Carman,TOWN,49.4991670,-98.0008330,49.4992,-98.0008,MB160014,Q2450462,cgn_direct
Ladstock,SASKATCHEWAN,9,,,,,,,,,,
Peacedale,SASKATCHEWAN,9,,,,,,,,,,
Watson..... (also C.P.R.),SASKATCHEWAN,9,HAJRH,Watson,TOWN,52.1294167,-104.5188444,52.1167,-104.5167,SK180019,Q1917538,cgn_direct
Montreal,ONTARIO,9,,,,,,0.0,0.0,QC076013,Q340,
Station: 1,ONTARIO,9,,,,,,,,,,
Bideford,ALBERTA,9,,,,,,,,,,
Depot Harbour,ONTARIO,9,FAWLX,Depot Harbour,UNP,45.3171200,-80.0994500,0.0,0.0,,,cgn_direct
Lytleton,MANITOBA,9,GAPQD,Lyleton,,49.0577780,-101.1777800,,,,,agent_high
Hagen,SASKATCHEWAN,9,HAEJB,Hagen,HAM,52.9368917,-105.5562667,,,,,cgn_direct
Tiger Hills,SASKATCHEWAN,9,HAPKY,Tiger Hills,UNP,52.9214540,-105.4868530,,,,,cgn_direct
Hatherleigh,SASKATCHEWAN,9,HAEWL,Hatherleigh,UNP,53.0167383,-108.0339853,,,,,cgn_direct
Crystal Springs,SASKATCHEWAN,9,HAUTI,Crystal Springs,HAM,52.8070139,-105.3638250,,,,,cgn_direct
Esme,SASKATCHEWAN,9,HAPFZ,Esme,UNP,49.8780400,-107.1358520,,,,,cgn_direct
Garrick,SASKATCHEWAN,9,HACVP,Garrick,HAM,53.4926389,-104.3384778,,,,,cgn_direct
Shipman,SASKATCHEWAN,9,HAIDX,Shipman,HAM,53.4763333,-104.9833028,,,,,cgn_direct
Vesper,SASKATCHEWAN,9,HAJLH,Vesper,UNP,50.0192170,-108.0250360,,,,,cgn_direct
Weirdale,SASKATCHEWAN,9,HAMQI,Weirdale,VILG,53.4472740,-105.2399740,,,,,cgn_direct
Moose Range,SASKATCHEWAN,9,HALUF,Moose Range,UNP,53.2000664,-107.7172940,,,SK184027,Q6908640,cgn_direct
(See page 38),MANITOBA,9,,,,,,,,,,parser_artifact
ry,MANITOBA,8,,,,,,,,,,parser_artifact
Oakshella,SASKATCHEWAN,8,HANCL,Oakshela,,50.3940090,-102.7605950,,,,,agent_high
Enderby,ALBERTA,8,JARSS,Enderby,CITY,50.5505560,-119.1394440,,,BC218007,Q112975,cgn_direct
Vernon,ALBERTA,8,JBOAP,Vernon,CITY,50.2655556,-119.2713889,50.2583,-119.2667,BC218011,Q985671,cgn_direct
Lavenham,MANITOBA,8,GAOHQ,Lavenham,UNP,49.7961110,-98.7194440,,,,,cgn_direct
Marieapolis,MANITOBA,8,GAQEJ,Mariapolis,,49.3625000,-98.9888890,,,,,agent_high
Wawanese,MANITOBA,8,GBDJH,Wawanesa,,49.5950000,-99.6838890,,,,,agent_high
Coblenz,SASKATCHEWAN,8,,,,,,,,,,
1,ONTARIO,8,,,,,,,,,,parser_artifact
Pollock Siding,SASKATCHEWAN,8,,,,,,,,,,
MacDonald,MANITOBA,8,GAPRR,Macdonald,UNP,50.0575000,-98.4663890,,,MB160006,Q1660666,cgn_direct
Dutton Siding,MANITOBA,8,GAHDE,Dutton,,51.1483330,-100.5850000,,,,,agent_high
Elliott Siding,MANITOBA,8,,,,,,,,,,
Terrence,MANITOBA,8,,,,,,,,,,
Tataqua,SASKATCHEWAN,8,,,,,,,,,,
Arma Siding,SASKATCHEWAN,8,HAQMF,Arma,,52.5833756,-106.3672487,,,,,agent_high
Côté,MANITOBA,8,HADTW,Coté,UNP,51.5220450,-101.7943850,,,SK179005,Q5175309,cgn_direct
Factoria Siding,SASKATCHEWAN,8,,Factoria Siding (interp: midpoint Saskatoon–Clarkboro),,52.226512,-106.564286,,,,,lynch_map_interp
Archydale,SASKATCHEWAN,8,HAVGP,Archydal,,50.4833610,-105.7505820,,,,,agent_high
Sander,SASKATCHEWAN,8,,,,,,,,,,
Scope,ALBERTA,8,,,,,,,,,,
Commerce,ALBERTA,8,,Commerce (interp: midpoint Nobleford–Kipp),,49.820139,-113.00625,,,AB190031,Q5152401,lynch_map_interp
Solsgrith,MANITOBA,8,GAZTH,Solsgirth,,50.4902780,-100.9138900,,,,,agent_high
Echo,SASKATCHEWAN,8,,,,,,,,,,
Crooked River,SASKATCHEWAN,8,HAEOB,Crooked River,HAM,52.8527690,-103.7252720,52.85,-103.7333,,,cgn_direct
Brancepath,SASKATCHEWAN,8,HAKJL,Brancepeth,,53.0018150,-105.2689560,,,,,agent_high
Hocy,SASKATCHEWAN,8,,,,,,,,,,
Ste. Agathe,MANITOBA,8,GAXXC,Ste. Agathe,UNP,49.5661110,-97.1833330,,,QC068004,Q112912885,cgn_direct
Booth,SASKATCHEWAN,8,HATPB,Booth,UNP,51.4167004,-104.6338902,,,,,cgn_direct
Hathaway Siding,MANITOBA,8,,,,,,,,,,
Edfield,SASKATCHEWAN,8,HAHSV,Edfield,UNP,51.7666677,-103.5338367,,,,,cgn_direct
Thaxtead,SASKATCHEWAN,8,HAUTO,Thaxted,,52.9613090,-104.6055350,,,,,agent_high
McNab,ALBERTA,8,IAISR,McNab,UNP,49.3494444,-112.2902778,,,ON142021,Q115262270,cgn_direct
Morden..... (also G.N.R.),MANITOBA,8,GASBB,Morden,TOWN,49.1919440,-98.1005560,49.1919,-98.1006,MB156011,Q579689,cgn_direct
Agnew,MANITOBA,8,,,,,,,,,,
Christie,MANITOBA,8,,,,,,,,ON135008,Q115261109,
Coatstone,MANITOBA,8,,,,,,,,,,
Gordon,MANITOBA,8,GAJND,Gordon,UNP,49.9991670,-97.3433330,,,NB034003,Q5585639,cgn_direct
Armilla,SASKATCHEWAN,8,HABUB,Armilla,UNP,49.6333558,-102.5838077,,,,,cgn_direct
Lille,SASKATCHEWAN,8,HAGFZ,Lille,UNP,51.1468060,-108.1259510,,,,,cgn_direct
Blewett,SASKATCHEWAN,8,HAECO,Blewett,UNP,49.3694940,-103.2396700,49.3833,-103.2333,ON146012,Q115260875,cgn_direct
Cameo,SASKATCHEWAN,8,HATUA,Cameo,UNP,53.2458150,-106.5396770,,,,,cgn_direct
Clearfield,SASKATCHEWAN,8,HADBG,Clearfield,UNP,49.5222990,-104.1258250,,,,,cgn_direct
Clouston,SASKATCHEWAN,8,HADBW,Clouston,UNP,53.1027740,-105.8498330,,,,,cgn_direct
Dacer,SASKATCHEWAN,8,HAFEB,Dacer,UNP,52.6833985,-108.2673462,52.6833,-108.2667,,,cgn_direct
Grasswood,SASKATCHEWAN,8,HASHY,Grasswood,UNP,52.0500424,-106.6506128,,,,,cgn_direct
Lady Lake,SASKATCHEWAN,8,HAFHU,Lady Lake,HAM,52.0250221,-102.6245166,,,,,cgn_direct
Macdowall,SASKATCHEWAN,8,HAKTB,Macdowall,HAM,53.0139000,-106.0138780,,,,,cgn_direct
Porter,SASKATCHEWAN,8,HAHQG,Porter,UNP,52.6230040,-108.3304430,,,,,cgn_direct
Prince Albert..... (also C.P.R.),SASKATCHEWAN,8,HAPNV,Prince Albert,CITY,53.1995170,-105.7600940,53.2,-105.7667,SK185018,Q3403305,cgn_direct
Roe,SASKATCHEWAN,8,,,,,,,,,,
Saltburn,SASKATCHEWAN,8,HAHGW,Saltburn,UNP,50.9500446,-108.2506973,,,,,cgn_direct
Totzke,SASKATCHEWAN,8,HAPLF,Totzke,UNP,52.2818830,-105.6687950,52.2833,-105.6667,,,cgn_direct
Victoria Plains,SASKATCHEWAN,8,HAJLM,Victoria Plains,UNP,50.5134040,-104.5326740,,,,,cgn_direct
White Star,SASKATCHEWAN,8,HAUUV,White Star,UNP,53.3070320,-105.7334070,,,,,cgn_direct
Entice,ALBERTA,8,IACQU,Entice,UNP,51.4825000,-113.2780556,,,,,cgn_direct
Gatine,ALBERTA,8,IAFYI,Gatine,UNP,51.4733333,-112.9169444,,,,,cgn_direct
Gem,ALBERTA,8,IAFYV,Gem,UNP,50.9505556,-112.1888889,50.95,-112.1833,,,cgn_direct
Newbrook,ALBERTA,8,IANOJ,Newbrook,UNP,54.3297222,-112.9519444,,,,,cgn_direct
Red Deer..... (also C.N.R.),ALBERTA,8,IAEJS,Red Deer,CITY,52.2686111,-113.8102778,52.2667,-113.8,AB196022,Q23025,cgn_direct
Arneson,ALBERTA,8,IACJE,Arneson,UNP,51.1866667,-110.0750000,,,,,cgn_direct
Coronado,ALBERTA,8,IANKF,Coronado,UNP,53.8877778,-113.2952778,,,,,cgn_direct
Demay,ALBERTA,8,IAQBX,Demay,UNP,53.1261111,-112.7586111,,,,,cgn_direct
Gainford,ALBERTA,8,IAFWP,Gainford,UNP,53.5869444,-114.7880556,,,,,cgn_direct
Janet,ALBERTA,8,IAMCB,Janet,UNP,51.0080555,-113.8702778,,,,,cgn_direct
Mallaig..... (St. Lina),ALBERTA,8,IAGSX,Mallaig,UNP,54.2102778,-111.3608333,,,,,cgn_direct
Prevo,ALBERTA,8,IADPA,Prevo,UNP,52.3341667,-114.0066667,,,,,cgn_direct
Sheerness,ALBERTA,8,IAIEB,Sheerness,UNP,51.4891666,-111.6788889,51.4833,-111.6833,,,cgn_direct
Tawatinaw,ALBERTA,8,IALCU,Tawatinaw,UNP,54.2980555,-113.4833333,,,AB202009,Q7689239,cgn_direct
Belloy,ALBERTA,8,IAEDG,Belloy,UNP,55.7538889,-118.2333333,,,,,cgn_direct
Prestville,ALBERTA,8,IADOU,Prestville,UNP,55.7413889,-118.5958333,,,,,cgn_direct
Fedorah,ALBERTA,8,IADFC,Fedorah,UNP,53.9172223,-113.3297222,,,,,cgn_direct
Judah,ALBERTA,8,IAMYN,Judah,UNP,56.1530555,-117.3219444,,,,,cgn_direct
Reno,ALBERTA,8,IAEMA,Reno,UNP,55.9927778,-116.9936111,,,SK174011,Q7313401,cgn_direct
Bredenburg,SASKATCHEWAN,8,HAKJU,Bredenbury,,50.9412528,-102.0440444,,,,,agent_high
Melfort..... (also C.P.R.),SASKATCHEWAN,8,HAUTW,Melfort,CITY,52.8563361,-104.6099722,52.8667,-104.6167,SK184035,Q1904228,cgn_direct
(also C.P.R.),ALBERTA,8,,,,,,,,,,parser_artifact
Glenewen,SASKATCHEWAN,8,HADJB,Glen Ewen,VILG,49.2099278,-102.0177650,,,,,cgn_direct
Gull,SASKATCHEWAN,8,,,,,,,,,,
Kineaid,SASKATCHEWAN,8,HAPIH,Kincaid,,49.6697722,-107.0064083,,,,,agent_high
(See page 33),MANITOBA,8,,,,,,,,,,parser_artifact
Bankend,SASKATCHEWAN,8,HACPI,Bankend,HAM,51.5091528,-103.8488056,,,,,cgn_direct
Thresher,SASKATCHEWAN,8,HANQZ,Thrasher,,51.3703700,-107.9960110,,,,,agent_high
(Joint trackage),SASKATCHEWAN,8,,,,,,,,,,parser_artifact
(Also Tichfield),SASKATCHEWAN,8,,,,,,,,,,parser_artifact
McNabb,ALBERTA,8,IAISR,McNab,,49.3494444,-112.2902778,,,,,agent_high
Glenbain,SASKATCHEWAN,8,HAAQF,Glenbain,UNP,49.8500295,-107.0173038,,,,,cgn_direct
"Winnipeg..... (See pages 27, 36, 38 and 40)",MANITOBA,8,GBEIN,Winnipeg,CITY,49.8844440,-97.1463890,0.0,0.0,MB160013,Q2135,cgn_direct
Mossbank..... (See page 108),SASKATCHEWAN,8,HALWE,Mossbank,TOWN,49.9396278,-105.9631667,,,SK173039,Q1915513,cgn_direct
"(See pages 135, 174, 176 and 177)",ALBERTA,8,,,,,,,,,,parser_artifact
rth,MANITOBA,7,,,,,,,,,,
on,MANITOBA,7,,,,,,,,,,parser_artifact
Grays,MANITOBA,7,,,,,,,,,,
Pleasant Point,MANITOBA,7,GAVWG,Pleasant Point,UNP,49.8063890,-99.1850000,,,,,cgn_direct
2,ONTARIO,7,,,,,,,,,,parser_artifact
Ricetown,SASKATCHEWAN,7,HAIOV,Riceton,,50.1094611,-104.3191069,,,,,agent_high
Tolstoy,MANITOBA,7,GBBXR,Tolstoi,,49.0744440,-96.8111110,,,,,agent_high
Roche Percée,SASKATCHEWAN,7,HAJEZ,Roche Percee,VILG,49.0656417,-102.8014869,,,SK171043,Q2204154,cgn_direct
Beachy,SASKATCHEWAN,7,HAJYT,Beechy,,50.8793278,-107.3838575,,,,,agent_medium
Brisbin Siding,SASKATCHEWAN,7,HAKRW,Brisbin,,51.6667138,-107.6673291,,,,,agent_high
Pemukin,ALBERTA,7,IAQKA,Pemukan,,51.9719445,-110.4441667,,,,,agent_high
Hay Lakes,ALBERTA,7,IAIRL,Hay Lakes,VILG,53.1966666,-113.0572221,,,,,cgn_direct
Mecheche,ALBERTA,7,,Mecheche (interp: midpoint Munson–Watts),,51.612639,-112.414167,,,,,lynch_map_interp
Alonsa,MANITOBA,7,GAAPJ,Alonsa,UNP,50.7988890,-98.9744440,50.9833,-99.05,,,cgn_direct
Rosedale,ALBERTA,7,IAFQG,Rosedale,UNP,51.4166670,-112.6333300,50.3275,-99.5044,MB164006,Q1661149,cgn_direct
Kilty,MANITOBA,7,,,,,,,,,,
Valpoy,MANITOBA,7,,,,,,,,,,
Reigate,SASKATCHEWAN,7,,,,,,,,,,
Mecheché,ALBERTA,7,,Mecheche (OCR variant),,51.6126,-112.4142,,,,,lynch_map_interp
Scotsfield,ALBERTA,7,IAHGT,Scotfield,,51.5572222,-111.3391667,,,,,agent_high
Mechesche,ALBERTA,7,,Mecheche (OCR variant),,51.6126,-112.4142,,,,,lynch_map_interp
Titian,ALBERTA,7,,,,,,,,,,
(also C.N.R.),MANITOBA,7,,,,,,,,,,parser_artifact
Strehlow,SASKATCHEWAN,7,HAMVA,Strehlow,UNP,51.9022270,-106.5302040,,,,,cgn_direct
Cherhill,ALBERTA,7,IAMIM,Cherhill,UNP,53.8191667,-114.6772222,,,,,cgn_direct
Lindbergh,ALBERTA,7,IADII,Lindbergh,UNP,53.8875000,-110.6727778,53.8833,-110.6667,,,cgn_direct
Macdonald,MANITOBA,7,GAPRR,Macdonald,UNP,50.0575000,-98.4663890,,,MB160006,Q1660666,cgn_direct
Maples,MANITOBA,7,GAQCQ,Maples,UNP,49.8013890,-100.9461100,,,,,cgn_direct
Catherwood,SASKATCHEWAN,7,HAQMQ,Catherwood,UNP,51.9690060,-107.5744660,,,,,cgn_direct
Divide,SASKATCHEWAN,7,HAURP,Divide,UNP,49.1492740,-109.1285840,,,,,cgn_direct
Naseby,SASKATCHEWAN,7,HAMBB,Naseby,UNP,52.1641340,-108.2049040,,,,,cgn_direct
Nashlyn,SASKATCHEWAN,7,HANZZ,Nashlyn,UNP,49.2037970,-109.5136460,,,,,cgn_direct
Northminster,SASKATCHEWAN,7,HAMIE,Northminster,UNP,53.3672800,-109.9378280,,,,,cgn_direct
Sclanders Siding,SASKATCHEWAN,7,HATNN,Sclanders,,51.9376930,-105.5559490,,,,,agent_high
Waitville,SASKATCHEWAN,7,HAUTK,Waitville,UNP,52.8711260,-105.4003440,,,,,cgn_direct
Abbott,SASKATCHEWAN,7,HABJE,Abbott,UNP,49.5833668,-104.4005434,,,,,cgn_direct
Belbutte,SASKATCHEWAN,7,HAJZH,Belbutte,UNP,53.3667390,-107.8173043,,,,,cgn_direct
Denny,SASKATCHEWAN,7,HAFYH,Denny,UNP,51.4833720,-107.2173124,,,,,cgn_direct
Fitzmaurice,SASKATCHEWAN,7,HABVK,Fitzmaurice,UNP,51.3333322,-103.1171599,,,,,cgn_direct
Inglenook,SASKATCHEWAN,7,HAAUB,Inglenook,UNP,51.3500545,-109.1674067,,,,,cgn_direct
Openshaw,SASKATCHEWAN,7,HANZS,Openshaw,UNP,49.1500259,-102.3171099,,,,,cgn_direct
Ordale,SASKATCHEWAN,7,HANFM,Ordale,UNP,53.2662460,-106.7098990,,,,,cgn_direct
Sandgren,SASKATCHEWAN,7,HAHIB,Sandgren,UNP,51.3167212,-109.1674069,,,,,cgn_direct
Union Jack,SASKATCHEWAN,7,HAOUU,Union Jack,UNP,49.6094520,-103.9455230,,,,,cgn_direct
Verendrye,SASKATCHEWAN,7,HAJKR,Verendrye,UNP,51.4276300,-109.2197880,,,,,cgn_direct
Bennett,ALBERTA,7,IAEDZ,Bennett,UNP,50.9588889,-113.7966667,59.85,-135.0,,,cgn_direct
Broxburn,ALBERTA,7,IAJHN,Broxburn,UNP,49.7127777,-112.7058333,,,,,cgn_direct
Ervick,ALBERTA,7,IADAJ,Ervick,UNP,53.0208333,-112.9508333,,,,,cgn_direct
Rusylvia,ALBERTA,7,IAGGA,Rusylvia,UNP,53.6138890,-110.8441670,,,,,cgn_direct
Perryvale,ALBERTA,7,IAEXJ,Perryvale,UNP,54.4677778,-113.3866667,,,,,cgn_direct
Weiss,ALBERTA,7,,,,,,,,,,
Albright,ALBERTA,7,IAQGJ,Albright,UNP,55.2658333,-119.4972222,,,,,cgn_direct
Lac la Biche,ALBERTA,7,IABSI,Lac La Biche,UNP,54.7702778,-111.9791667,54.7667,-111.9667,AB202031,Q984088,cgn_direct
Hutton,SASKATCHEWAN,7,HAEWM,Hatton,,50.0500516,-109.8341134,,,ON146062,Q115261822,agent_medium
Fox Warren,MANITOBA,7,GAITF,Foxwarren,UNP,50.5172220,-101.1513900,,,,,cgn_direct
eroid,SASKATCHEWAN,7,,,,,,,,,,
Bents,SASKATCHEWAN,7,HAKAZ,Bents,UNP,51.8167150,-107.7339969,,,,,cgn_direct
Kincaid.....*,SASKATCHEWAN,7,HAPIH,Kincaid,VILG,49.6697722,-107.0064083,,,SK173033,Q2004260,cgn_direct
Warburg,ALBERTA,7,IAOSP,Warburg,VILG,53.1783334,-114.3208333,,,,,cgn_direct
Pouce Coupe,BRITISH COLUMBIA,7,JBNRL,Pouce Coupe,VILG,55.7147220,-120.1336110,,,,,cgn_direct
Belle Plain,SASKATCHEWAN,7,HAQDF,Belle Plaine,,50.3931417,-105.1566722,,,,,agent_high
Gunnworth,SASKATCHEWAN,7,HAEIE,Gunnworth,UNP,51.3344270,-108.1601990,,,,,cgn_direct
Sandwith,SASKATCHEWAN,7,HAHIG,Sandwith,UNP,53.1324620,-108.0017780,,,,,cgn_direct
Olds..... (See page 167),ALBERTA,7,IAONC,Olds,TOWN,51.7919444,-114.1075000,,,AB194029,Q991692,cgn_direct
Grouard,ALBERTA,7,IAHRU,Grouard,UNP,55.5202778,-116.1611111,,,AB203028,Q5610823,cgn_direct
Olds..... (See page 173),ALBERTA,7,IAONC,Olds,TOWN,51.7919444,-114.1075000,,,AB194029,Q991692,cgn_direct
Vancouver..... (See pages 183 and 185),BRITISH COLUMBIA,7,JBRIK,Vancouver,CITY,49.2611110,-123.1138890,0.0,0.0,BC206005,Q24639,cgn_direct
(See page 34),MANITOBA,7,,,,,,,,,,parser_artifact
ood,MANITOBA,6,,,,,,,,,,
Aikins,SASKATCHEWAN,6,HABJV,Aikins,UNP,50.3333655,-107.7006678,,,,,cgn_direct
Strathcona,ALBERTA,6,,,,,,44.3167,-76.9,AB199007,Q7622058,hr_places
Methven Junction,MANITOBA,6,GARCS,Methven,,49.6191670,-99.7344440,,,,,agent_high
Rosendale,MANITOBA,6,GAXOJ,Rossendale,,49.8266670,-98.6194440,,,,,agent_high
Jamieson,SASKATCHEWAN,6,HABZQ,Jameson,,50.4055670,-104.2889440,,,ON148094,,agent_high
Buncloudy,MANITOBA,6,GADXV,Bunclody,,49.5361110,-100.0522200,,,,,agent_high
Bremner's Sdg,ALBERTA,6,,,,,,,,,,
Page,MANITOBA,6,,,,,,,,,,
Routledge,MANITOBA,6,GAXQZ,Routledge,UNP,49.7941670,-100.8038900,,,,,cgn_direct
$St. Boniface,MANITOBA,6,GAXWT,St. Boniface,UNP,49.8750000,-97.0797220,,,MB160012,Q1004192,cgn_direct
Carlstadt,ALBERTA,6,,,,,,,,,,
Drake,MANITOBA,6,,Drake (interp: midpoint Grosse Isle–Argyle),,50.122361,-97.448055,,,SK181035,Q2000126,lynch_map_interp
Lundar,MANITOBA,6,GAPPO,Lundar,UNP,50.6955560,-98.0308330,,,,,cgn_direct
